No,상품명,cate_code,대분류,중분류,소분류,세분류,prd_key
33168,작품용120cc 서화용안료 금분액 서예용품,50003778,생활/건강,화방용품,서예/동양화용품,먹물,생활/건강$화방용품$서예/동양화용품$먹물
33169,깔끔한 디자인 남자 여성 골프 하프백 연습용 골프백,50002792,스포츠/레저,골프,골프백,하프백,스포츠/레저$골프$골프백$하프백
33170,아몬스 아몬스 암컷 강아지기저귀 소형 50매 생리팬티 애견,50006649,생활/건강,반려동물,강아지 배변용품,기저귀/팬티,생활/건강$반려동물$강아지배변용품$기저귀/팬티
33171,해삼 활해삼 국내 100% 자연산 해삼회 1kg,50004719,식품,수산물,해산물/어패류,해삼,식품$수산물$해산물/어패류$해삼
33172,오라이트 라텍스장갑 100매입 3가지 사이즈 다용도 고무장갑,50004824,생활/건강,주방용품,주방잡화,고무장갑,생활/건강$주방용품$주방잡화$고무장갑
33173,2200 와이드 일자형 2인용책상 데스크 프린터선반 PC,50003677,가구/인테리어,서재/사무용가구,책상,2인용 책상,가구/인테리어$서재/사무용가구$책상$2인용책상
33174,완전한 상위 옥타브 Boomwhackers Boomwhackers의 튜닝된 타,50004479,출산/육아,완구/매트,음악/악기놀이,멜로디언/키보드,출산/육아$완구/매트$음악/악기놀이$멜로디언/키보드
33175,무선센서문지기 수신기 송신기 거치대 SN-DO06,50002711,생활/건강,생활용품,보안용품,경보기,생활/건강$생활용품$보안용품$경보기
33176,체리하우스 카라 티스푼 티포크-네이비 2type 3080958,50004532,생활/건강,주방용품,식기,티스푼/티포크세트,생활/건강$주방용품$식기$티스푼/티포크세트
33177,테크스킨 스파이가이딩 골프장갑,50002804,스포츠/레저,골프,골프잡화,장갑,스포츠/레저$골프$골프잡화$장갑
33178,이불 베개 커버 삼종세트 인쇄가 없는 양품 100n726,50003494,가구/인테리어,침구세트,이불베개세트,킹이불베개세트,가구/인테리어$침구세트$이불베개세트$킹이불베개세트
33179,(AK몰)(유아동)블라우스 여아 아동 유아 주니어 봄 프릴 신상 꽃체크,50000536,출산/육아,유아동의류,블라우스,N,출산/육아$유아동의류$블라우스$N
33180,고슴도치 극세사 핸드타올 주방수건,50008290,생활/건강,욕실용품,수건/타월,주방수건,생활/건강$욕실용품$수건/타월$주방수건
33181,초등학생책상 어린이 책상 공부책상 학생용 입학선물,50001332,가구/인테리어,아동/주니어가구,책상,N,가구/인테리어$아동/주니어가구$책상$N
33182,"청정원 순창 구수한 메주 콩된장, 900g",50013621,식품,장류,된장,N,식품$장류$된장$N
33183,[미니엽서 / 명함용] 95x65 mm 미니 카드 봉투,50008069,생활/건강,문구/사무용품,카드/엽서/봉투,봉투,생활/건강$문구/사무용품$카드/엽서/봉투$봉투
33184,기타 Planetary Herbals 트리팔라 1000mg 90캡슐,50002615,식품,건강식품,영양제,기타건강보조식품,식품$건강식품$영양제$기타건강보조식품
33185,디즈니 아동용 코스튬 New BLUE CHILD Disney Cinderella DRESS Movie 키즈 유아동용 Deluxe Costume Large 10 12 NEW - Di,50007123,출산/육아,유아동의류,공주드레스,N,출산/육아$유아동의류$공주드레스$N
33186,톨른 TKB 스파이더 TPU 스노우체인 1P 전차종 공용,50000424,생활/건강,자동차용품,스노우체인,N,생활/건강$자동차용품$스노우체인$N
33187,사이즈조절인라인 초등학생인라인스케이트 유아용 S,50001534,스포츠/레저,인라인스케이트,주니어,N,스포츠/레저$인라인스케이트$주니어$N
33188,백탄참숯/숯가습기/공기정화용숯/수반,50001792,생활/건강,원예/식물,숯부작,N,생활/건강$원예/식물$숯부작$N
33189,남자7부티셔츠 브이넥 오버핏 남자반팔티,50000830,패션의류,남성의류,티셔츠,N,패션의류$남성의류$티셔츠$N
33190,오락실게임기 추억의 레트로 조이스틱 게임기 가정용,50001733,디지털/가전,게임기/타이틀,가정용게임기,N,디지털/가전$게임기/타이틀$가정용게임기$N
33191,고당도 빨강자몽 3.3kg 11입내외/루비레드자몽,50002191,식품,농산물,과일,자몽,식품$농산물$과일$자몽
33192,홍재메디칼 홍재 개부밧드 4절 병원비품 밧드 4-0104,50002070,생활/건강,의료용품,핀셋/포셉/겸자류,N,생활/건강$의료용품$핀셋/포셉/겸자류$N
33193,실크벽지형 포인트 벽지 시트지 도배 리폼 인테리어,50003692,가구/인테리어,DIY자재/용품,시트지,포인트시트지,가구/인테리어$DIY자재/용품$시트지$포인트시트지
33194,서핑슈트 래쉬가드 비치웨어 수영복 세트 수,50006381,스포츠/레저,수영,비치웨어,상하세트,스포츠/레저$수영$비치웨어$상하세트
33195,농심 카프리썬 오렌지 200ml x 10개 과즙음료 - UnKnown,50002259,식품,음료,주스/과즙음료,오렌지주스,식품$음료$주스/과즙음료$오렌지주스
33196,보들이 손인형 오리 - 인형 인형 기타,50000218,출산/육아,인형,기타인형,N,출산/육아$인형$기타인형$N
33197,청우식품 누룽지 캔디 1200g,50002001,식품,과자/베이커리,사탕,N,식품$과자/베이커리$사탕$N
33198,경량스틸웨지/골프채웨지 NS PRO 850 950 SM블랙,50002783,스포츠/레저,골프,골프클럽,웨지,스포츠/레저$골프$골프클럽$웨지
33199,권투 샌드백 복싱 훈련 장비 벽 대상 홈트,50001281,스포츠/레저,권투,샌드백,N,스포츠/레저$권투$샌드백$N
33200,원픽 모형차 레오파드2 M1A2 합금 군사전투전차,50004216,출산/육아,완구/매트,작동완구,오토바이,출산/육아$완구/매트$작동완구$오토바이
33201,[세제혁명] 홈드라이세제 이젠드라이 플러스 1000ml 6통,50002672,생활/건강,생활용품,세제/세정제,홈드라이,생활/건강$생활용품$세제/세정제$홈드라이
33202,베르투치 A-2T 오리지널 클래식 필드시계 12022 티타늄,50006188,패션잡화,시계,패션시계,기타밴드시계,패션잡화$시계$패션시계$기타밴드시계
33203,그레이멜린 퓨리파잉 라벤더 클렌징오일 400ml 2개 (모공관리),50000452,화장품/미용,클렌징,클렌징오일,N,화장품/미용$클렌징$클렌징오일$N
33204,알가 마리스 선 스프레이 SPF 50+ 100ml,50000446,화장품/미용,선케어,선스프레이,N,화장품/미용$선케어$선스프레이$N
33205,[푸릇담] 젊은농부 도라지배즙 60포,50007007,식품,건강식품,건강즙/과일즙,기타건강즙/과일즙,식품$건강식품$건강즙/과일즙$기타건강즙/과일즙
33206,자동차 썬글라스 보관용품 차량용 선글라스 클립,50004103,생활/건강,자동차용품,수납용품,선글라스클립,생활/건강$자동차용품$수납용품$선글라스클립
33207,이태리 명품 로즈 트위져 전문가용 족집게,50004384,화장품/미용,뷰티소품,아이소품,족집게,화장품/미용$뷰티소품$아이소품$족집게
33208,CABLEMATE CH901L SATA lock 라운드 케이블 (0.5m),50003119,디지털/가전,PC부품,PC케이블,SATA케이블,디지털/가전$PC부품$PC케이블$SATA케이블
33209,PC홀더브라켓 조정 가능한 휴대용 노트북 스탠드 데스크탑 지원 기본 홀더 브 데스크탑홀더,50001575,디지털/가전,PC액세서리,PC홀더/브라켓,N,디지털/가전$PC액세서리$PC홀더/브라켓$N
33210,자석형 칼홀더 칼걸이 칼꽂이,50004763,생활/건강,주방용품,칼/커팅기구,칼꽂이/블럭,생활/건강$주방용품$칼/커팅기구$칼꽂이/블럭
33211,발등 다리보호대 격투기 겨루기 태권도용품,50007240,스포츠/레저,보호용품,다리보호대,N,스포츠/레저$보호용품$다리보호대$N
33212,테비 두부두부 고양이모래 7L 녹차,50006703,생활/건강,반려동물,고양이 배변용품,분변통/모래삽,생활/건강$반려동물$고양이배변용품$분변통/모래삽
33213,컵케이크 수면양말 겨울 보온 양말 크리스마스 선물,50004000,패션잡화,양말,여성양말,수면양말,패션잡화$양말$여성양말$수면양말
33214,손질 절단낙지 M 500g 베트남,50004706,식품,수산물,해산물/어패류,낙지,식품$수산물$해산물/어패류$낙지
33215,발뮤다 KO2B,50002586,디지털/가전,주방가전,전기포트,유선포트,디지털/가전$주방가전$전기포트$유선포트
33216,가야금 거문고 핑거링 어쿠스틱 파지 연습용,50004355,생활/건강,악기,국악기,가야금,생활/건강$악기$국악기$가야금
33217,무선AP 확장기 와이파이 공유기 인터넷 증폭기 RE200,50003151,디지털/가전,네트워크장비,공유기,무선AP,디지털/가전$네트워크장비$공유기$무선AP
33218,MARES 마레스 핸드 라인 커터 세라믹 HAND LINE-CUTTER 스킨 스쿠버 장비,50001255,스포츠/레저,스킨스쿠버,다이빙칼,N,스포츠/레저$스킨스쿠버$다이빙칼$N
33219,블리스데코 엘로 600 키큰 주방 렌지대 BJL140,50001313,가구/인테리어,주방가구,레인지대,N,가구/인테리어$주방가구$레인지대$N
33220,쓰임앤끌림 이리눕개 라이트 칭찬 스탬프 2500 도장,50007769,생활/건강,문구/사무용품,스탬프/도장,도장,생활/건강$문구/사무용품$스탬프/도장$도장
33221,DOD 캥거루 텐트 3-4인용 면텐트 원터치 돔형,50002651,스포츠/레저,캠핑,텐트,3-4인용,스포츠/레저$캠핑$텐트$3-4인용
33222,DVD 성막으로 성경을 말한다 12Disc 칼라모던,50000239,생활/건강,DVD,종교,N,생활/건강$DVD$종교$N
33223,에버그린 테이블 냅킨 60밴드/100밴드,50002482,생활/건강,생활용품,화장지,냅킨,생활/건강$생활용품$화장지$냅킨
33224,완력기 악력봉 팔힘기 40 30 20kg 50 60kg 남흉근 헬스기구,50003169,스포츠/레저,헬스,헬스소품,완력기,스포츠/레저$헬스$헬스소품$완력기
33225,MY 샤워수전 세트 샤워기 샤워헤드 KGR-102,50002302,생활/건강,욕실용품,샤워기/수전용품,수도/수전용품,생활/건강$욕실용품$샤워기/수전용품$수도/수전용품
33226,[Just Simple] 법랑 Flat Square 밀폐용기 / 냉장고 정리함 / 법랑용기,50004569,생활/건강,주방용품,보관/밀폐용기,법랑용기,생활/건강$주방용품$보관/밀폐용기$법랑용기
33227,꽃무늬 자수 직기 / 자수원단,50000849,가구/인테리어,수예,원단,N,가구/인테리어$수예$원단$N
33228,고급 중년 여성 가방 직장인 백팩 책가방,50000644,패션잡화,여성가방,백팩,N,패션잡화$여성가방$백팩$N
33229,뿌까시계 PUCCA 스피커 탁상시계 알람시계 ACE-123,50003344,가구/인테리어,인테리어소품,시계,알람/탁상시계,가구/인테리어$인테리어소품$시계$알람/탁상시계
33230,소니 호환 유선 릴리즈,50002098,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,리모컨/릴리즈,디지털/가전$카메라/캠코더용품$카메라/캠코더관련용품$리모컨/릴리즈
33231,코스트코 커클랜드 피칸 908g 시그니춰,50002246,식품,농산물,견과류,피칸,식품$농산물$견과류$피칸
33232,삼양패키징 웅진 자색 옥수수수염차 1.35L,50012240,식품,음료,전통/차음료,곡물음료,식품$음료$전통/차음료$곡물음료
33233,떠나라 국내산 알루미늄 트라이앵글 타프 스토퍼 5개,50009402,스포츠/레저,캠핑,텐트/타프용품,기타텐트/타프용품,스포츠/레저$캠핑$텐트/타프용품$기타텐트/타프용품
33234,어반디케이 아이섀도우 프라이머 포션 롱-래스팅 아이섀도우 베이스 10ml,50000472,화장품/미용,베이스메이크업,프라이머,N,화장품/미용$베이스메이크업$프라이머$N
33235,하림 닭가슴살 블랙페퍼 100g 20개,50013800,식품,축산물,닭고기,닭가슴살,식품$축산물$닭고기$닭가슴살
33236,우리가스토리 유기농 마살라차이 홍차 25티백,50002380,식품,음료,차류,홍차,식품$음료$차류$홍차
33237,요트모터 패들기계 선외기 모터 고무보트 프로펠러,50003441,생활/건강,공구,소형기계,모터,생활/건강$공구$소형기계$모터
33238,타이거게이밍 사신 주작 네온 블레이즈 마우스패드,50001571,디지털/가전,PC액세서리,마우스패드,N,디지털/가전$PC액세서리$마우스패드$N
33239,C 일렉트릭 베이스 기타 공연 가방 낭 케이스 커버 방수 두꺼워진 스폰지 패드 더블 숄더 농축 스트랩 포함,50002063,생활/건강,건강관리용품,기타건강관리용품,N,생활/건강$건강관리용품$기타건강관리용품$N
33240,첼시 애견간식 소세지 5p,50006644,생활/건강,반려동물,강아지 간식,통살/소시지,생활/건강$반려동물$강아지간식$통살/소시지
33241,패션상품증정 잠옷 기능성 이지웨어 코끼리 팬티 남성 펄라인,50000845,패션의류,남성언더웨어/잠옷,팬티,N,패션의류$남성언더웨어/잠옷$팬티$N
33242,신일빵가루2kg*5  1개  10kg,50013400,식품,가루/분말류,빵가루,N,식품$가루/분말류$빵가루$N
33243,CJ 쁘띠첼 밀감 90g,50001764,식품,과자/베이커리,푸딩,N,식품$과자/베이커리$푸딩$N
33244,투명 아크릴 LP 보관함 레코드 CD DVD 보관 정리대,50001325,가구/인테리어,수납가구,CD/DVD장,N,가구/인테리어$수납가구$CD/DVD장$N
33245,실크소이 필라왁스 몰드용 1kg 캔들 향초 만들기,50003357,가구/인테리어,인테리어소품,아로마/캔들용품,기타아로마/캔들용품,가구/인테리어$인테리어소품$아로마/캔들용품$기타아로마/캔들용품
33246,산펠레그리노 탄산수 250ml 24병,50002033,식품,음료,탄산수,N,식품$음료$탄산수$N
33247,신우사 하이파워 젠요요 - 젠스타1,50006843,출산/육아,완구/매트,작동완구,팽이,출산/육아$완구/매트$작동완구$팽이
33248,오뚜기 스위트콘 통조림 2.12kg,50012000,식품,통조림/캔,옥수수/콩,N,식품$통조림/캔$옥수수/콩$N
33249,직류 DC4.5~12V 수중 펌프 워터펌프 모터 수족관 쿨러,50003440,생활/건강,공구,소형기계,펌프,생활/건강$공구$소형기계$펌프
